node_code,node_type,wlan_code,destination_id,x(m),y(m),z(m),primary_channel,min_channel_allowed,max_channel_allowed,Cwmin,Cwmax,tpc_min(dBm),tpc_default(dBm),tpc_max(dBm),cca_min(dBm),cca_default(dBm),cca_max(dBm),tx_antenna_gain,rx_antenna_gain,channel_bonding_model,modulation_default,central_freq (GHz),lambda
STA_J1,1,J,-1,0.010000000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_K,0,K,-1,0.011000000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_K1,1,K,-1,0.011000000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_L,0,L,-1,0.012000000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_L1,1,L,-1,0.012000000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_M,0,M,-1,0.013000000000000005,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_M1,1,M,-1,0.013000000000000005,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_N,0,N,-1,0.014000000000000005,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_N1,1,N,-1,0.014000000000000005,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_O,0,O,-1,0.015000000000000006,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_O1,1,O,-1,0.015000000000000006,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_P,0,P,-1,0.016000000000000007,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_P1,1,P,-1,0.016000000000000007,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Q,0,Q,-1,0.017000000000000008,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Q1,1,Q,-1,0.017000000000000008,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_R,0,R,-1,0.01800000000000001,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_R1,1,R,-1,0.01800000000000001,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_S,0,S,-1,0.01900000000000001,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_S1,1,S,-1,0.01900000000000001,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_T,0,T,-1,0.02000000000000001,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_T1,1,T,-1,0.02000000000000001,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_U,0,U,-1,0.02100000000000001,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_U1,1,U,-1,0.02100000000000001,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_W,0,W,-1,0.022000000000000013,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_W1,1,W,-1,0.022000000000000013,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_X,0,X,-1,0.023000000000000013,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_X1,1,X,-1,0.023000000000000013,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Y,0,Y,-1,0.024000000000000014,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Y1,1,Y,-1,0.024000000000000014,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Z,0,Z,-1,0.025000000000000015,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Z1,1,Z,-1,0.025000000000000015,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_AA,0,AA,-1,0.026000000000000016,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_AA1,1,AA,-1,0.026000000000000016,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_BA,0,BA,-1,0.027000000000000017,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_BA1,1,BA,-1,0.027000000000000017,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_CA,0,CA,-1,0.028000000000000018,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_CA1,1,CA,-1,0.028000000000000018,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_DA,0,DA,-1,0.02900000000000002,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_DA1,1,DA,-1,0.02900000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_EA,0,EA,-1,0.03000000000000002,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_EA1,1,EA,-1,0.03000000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_FA,0,FA,-1,0.03100000000000002,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_FA1,1,FA,-1,0.03100000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_GA,0,GA,-1,0.03200000000000002,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_GA1,1,GA,-1,0.03200000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_HA,0,HA,-1,0.03300000000000002,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_HA1,1,HA,-1,0.03300000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_IA,0,IA,-1,0.03400000000000002,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_IA1,1,IA,-1,0.03400000000000002,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_JA,0,JA,-1,0.035000000000000024,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_JA1,1,JA,-1,0.035000000000000024,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_KA,0,KA,-1,0.036000000000000025,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_KA1,1,KA,-1,0.036000000000000025,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_LA,0,LA,-1,0.037000000000000026,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_LA1,1,LA,-1,0.037000000000000026,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_MA,0,MA,-1,0.03800000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_MA1,1,MA,-1,0.03800000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_NA,0,NA,-1,0.03900000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_NA1,1,NA,-1,0.03900000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_OA,0,OA,-1,0.04000000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_OA1,1,OA,-1,0.04000000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_PA,0,PA,-1,0.04100000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_PA1,1,PA,-1,0.04100000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_QA,0,QA,-1,0.04200000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_QA1,1,QA,-1,0.04200000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_RA,0,RA,-1,0.04300000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_RA1,1,RA,-1,0.04300000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_SA,0,SA,-1,0.04400000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_SA1,1,SA,-1,0.04400000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_TA,0,TA,-1,0.04500000000000003,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_TA1,1,TA,-1,0.04500000000000003,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_UA,0,UA,-1,0.046000000000000034,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_UA1,1,UA,-1,0.046000000000000034,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_WA,0,WA,-1,0.047000000000000035,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_WA1,1,WA,-1,0.047000000000000035,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_XA,0,XA,-1,0.048000000000000036,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_XA1,1,XA,-1,0.048000000000000036,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_YA,0,YA,-1,0.04900000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_YA1,1,YA,-1,0.04900000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_ZA,0,ZA,-1,0.05000000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_ZA1,1,ZA,-1,0.05000000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_AB,0,AB,-1,0.05100000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_AB1,1,AB,-1,0.05100000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_BB,0,BB,-1,0.05200000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_BB1,1,BB,-1,0.05200000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_CB,0,CB,-1,0.05300000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_CB1,1,CB,-1,0.05300000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_DB,0,DB,-1,0.05400000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_DB1,1,DB,-1,0.05400000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_EB,0,EB,-1,0.05500000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_EB1,1,EB,-1,0.05500000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_FB,0,FB,-1,0.05600000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_FB1,1,FB,-1,0.05600000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_GB,0,GB,-1,0.057000000000000044,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_GB1,1,GB,-1,0.057000000000000044,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_HB,0,HB,-1,0.058000000000000045,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_HB1,1,HB,-1,0.058000000000000045,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_IB,0,IB,-1,0.059000000000000045,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_IB1,1,IB,-1,0.059000000000000045,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_JB,0,JB,-1,0.060000000000000046,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_JB1,1,JB,-1,0.060000000000000046,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_KB,0,KB,-1,0.06100000000000005,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_KB1,1,KB,-1,0.06100000000000005,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_LB,0,LB,-1,0.06200000000000005,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_LB1,1,LB,-1,0.06200000000000005,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_MB,0,MB,-1,0.06300000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_MB1,1,MB,-1,0.06300000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_NB,0,NB,-1,0.06400000000000004,0.0,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_NB1,1,NB,-1,0.06400000000000004,0.1,0.0,0,0,0,4,4,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
