node_code,node_type,wlan_code,destination_id,x(m),y(m),z(m),primary_channel,min_channel_allowed,max_channel_allowed,Cwmin,Cwmax,tpc_min(dBm),tpc_default(dBm),tpc_max(dBm),cca_min(dBm),cca_default(dBm),cca_max(dBm),tx_antenna_gain,rx_antenna_gain,channel_bonding_model,modulation_default,central_freq (GHz),lambda
AP_U,0,U,-1,0.02100000000000001,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_U1,1,U,-1,0.02100000000000001,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_W,0,W,-1,0.022000000000000013,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_W1,1,W,-1,0.022000000000000013,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_X,0,X,-1,0.023000000000000013,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_X1,1,X,-1,0.023000000000000013,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Y,0,Y,-1,0.024000000000000014,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Y1,1,Y,-1,0.024000000000000014,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_Z,0,Z,-1,0.025000000000000015,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_Z1,1,Z,-1,0.025000000000000015,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_AA,0,AA,-1,0.026000000000000016,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_AA1,1,AA,-1,0.026000000000000016,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_BA,0,BA,-1,0.027000000000000017,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_BA1,1,BA,-1,0.027000000000000017,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_CA,0,CA,-1,0.028000000000000018,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_CA1,1,CA,-1,0.028000000000000018,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_DA,0,DA,-1,0.02900000000000002,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_DA1,1,DA,-1,0.02900000000000002,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_EA,0,EA,-1,0.03000000000000002,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_EA1,1,EA,-1,0.03000000000000002,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_FA,0,FA,-1,0.03100000000000002,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_FA1,1,FA,-1,0.03100000000000002,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
AP_GA,0,GA,-1,0.03200000000000002,0.0,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
STA_GA1,1,GA,-1,0.03200000000000002,0.1,0.0,0,0,0,2,2,2.0,15.0,20.0,-90.0,-82.0,-80.0,0.0,0.0,5,0,2.4,10000.0
